id	name	colorfulness	minEnergy	alpha	lightning	globalActivity	nbWhiteFrames	nbSceneCuts	cutLength	flatness_env	wtf_max2stdratio_1	wtf_max2stdratio_2	wtf_max2stdratio_3	wtf_max2stdratio_4	wtf_max2stdratio_5	wtf_max2stdratio_6	wtf_max2stdratio_7	wtf_max2stdratio_8	wtf_max2stdratio_9	wtf_max2stdratio_10	wtf_max2stdratio_11	wtf_max2stdratio_12	medianLightness	slope
4369	ACCEDE04369.mp4	30.09656	0.708972	217	0.657306	0.040709	0	0	0	1.067828	5.50E+00	5.26E+00	4.96E+00	4.36E+00	3.86E+00	3.54E+00	2.93E+00	2.19E+00	1.64E+00	1.43E+00	1.41E+00	1.17E+15	0.619608	1.392698
4370	ACCEDE04370.mp4	40.382496	1.029685	21	0.005096	0.057661	0	0	0	0.846694	5.50E+00	5.26E+00	4.88E+00	4.29E+00	3.80E+00	3.44E+00	2.85E+00	2.16E+00	1.63E+00	1.43E+00	1.41E+00	9.97E+14	0.219608	1.37037
4371	ACCEDE04371.mp4	59.352905	0.929693	45	0.257083	0.174245	0	2	103.5	0	4.97E+00	4.92E+00	4.71E+00	4.40E+00	3.88E+00	3.32E+00	2.70E+00	1.92E+00	1.53E+00	1.43E+00	1.41E+00	1.50E+15	0.388235	1.30881
4372	ACCEDE04372.mp4	65.014832	0.937373	40	0.09821	0.083379	0	2	68.5	0.066698	5.01E+00	4.95E+00	4.72E+00	4.44E+00	3.99E+00	3.46E+00	2.80E+00	1.99E+00	1.54E+00	1.42E+00	1.41E+00	1.62E+15	0.498039	1.38925
4373	ACCEDE04373.mp4	34.068127	1.017811	320	0.612363	0.042763	0	1	102	0	5.25E+00	5.20E+00	4.87E+00	4.42E+00	4.00E+00	3.54E+00	2.84E+00	2.09E+00	1.58E+00	1.43E+00	1.41E+00	1.41E+15	0.423529	1.367117
4374	ACCEDE04374.mp4	62.487827	1.0625	45	0.206567	0.089058	0	2	90	0	5.03E+00	4.96E+00	4.72E+00	4.33E+00	3.96E+00	3.54E+00	2.80E+00	2.13E+00	1.57E+00	1.43E+00	1.41E+00	1.87E+15	0.564706	1.355852
4375	ACCEDE04375.mp4	23.146046	0.891325	353	1.04223	0.262675	0	3	45.333332	0	4.98E+00	4.92E+00	4.68E+00	4.35E+00	3.91E+00	3.39E+00	2.80E+00	1.99E+00	1.56E+00	1.43E+00	1.41E+00	1.46E+15	0.517647	1.329239
4376	ACCEDE04376.mp4	54.994095	1.344083	301	0.455943	0.069384	0	2	44.5	0	5.24E+00	5.17E+00	4.83E+00	4.41E+00	4.00E+00	3.47E+00	2.76E+00	2.04E+00	1.54E+00	1.43E+00	1.41E+00	1.27E+15	0.54902	1.397137
4377	ACCEDE04377.mp4	28.767908	0.980706	15	0.091321	0.126198	0	2	68	0	4.92E+00	4.53E+00	4.24E+00	3.90E+00	3.62E+00	3.42E+00	2.95E+00	2.27E+00	1.67E+00	1.44E+00	1.41E+00	1.36E+15	0.541176	1.389543
4378	ACCEDE04378.mp4	12.25407	1.536113	31	2.584923	0.005858	0	0	0	0	4.92E+00	4.83E+00	4.63E+00	4.30E+00	3.89E+00	3.47E+00	2.91E+00	2.14E+00	1.58E+00	1.43E+00	1.41E+00	1.05E+15	0.694118	1.400652
4379	ACCEDE04379.mp4	12.704423	1.49443	30	2.532687	0.087272	0	3	83.333336	0	4.79E+00	4.64E+00	4.41E+00	4.03E+00	3.74E+00	3.39E+00	2.92E+00	2.19E+00	1.62E+00	1.43E+00	1.41E+00	1.20E+15	0.698039	1.397854
4380	ACCEDE04380.mp4	14.490834	1.037461	176	1.213282	0.259721	0	1	114	0	4.65E+00	4.52E+00	4.35E+00	3.95E+00	3.62E+00	3.29E+00	2.62E+00	1.90E+00	1.53E+00	1.42E+00	1.41E+00	1.15E+15	0.137255	1.468145
4381	ACCEDE04381.mp4	9.099691	2.146062	86	0	0.171966	0	1	259	0	5.24E+00	5.04E+00	4.73E+00	4.31E+00	3.93E+00	3.52E+00	2.91E+00	2.25E+00	1.66E+00	1.43E+00	1.41E+00	1.85E+15	0.168627	1.455536
4382	ACCEDE04382.mp4	12.372755	1.666197	24	1.117314	0.345521	0	1	343	0	5.25E+00	5.09E+00	4.78E+00	4.27E+00	3.79E+00	3.55E+00	2.91E+00	2.23E+00	1.63E+00	1.43E+00	1.41E+00	1.15E+15	0.345098	1.454936
4383	ACCEDE04383.mp4	64.65255	0.721982	208	0.377405	0.196493	0	0	0	0	4.95E+00	3.95E+00	3.82E+00	3.63E+00	3.35E+00	3.08E+00	2.74E+00	2.19E+00	1.59E+00	1.36E+00	1.33E+00	1.21E+15	0.423529	1.350563
4384	ACCEDE04384.mp4	39.654953	0.629892	60	0.283114	0.76196	0	0	0	0	5.17E+00	4.86E+00	4.52E+00	4.13E+00	3.89E+00	3.71E+00	3.07E+00	2.26E+00	1.62E+00	1.43E+00	1.41E+00	1.30E+15	0.333333	1.316449
4385	ACCEDE04385.mp4	54.003441	0.463432	12	0.000209	0.41428	0	2	79	0	4.66E+00	4.39E+00	4.18E+00	3.94E+00	3.70E+00	3.41E+00	2.95E+00	2.12E+00	1.60E+00	1.43E+00	1.41E+00	1.10E+15	0.011765	1.390395
4386	ACCEDE04386.mp4	34.093266	1.018562	19	1.378001	0.191223	0	1	133	0.189188	4.81E+00	4.70E+00	4.45E+00	4.15E+00	3.84E+00	3.46E+00	2.90E+00	2.17E+00	1.62E+00	1.43E+00	1.41E+00	1.08E+15	0.007843	1.43458
4387	ACCEDE04387.mp4	23.185366	1.008934	8	2.308168	0.407202	0	1	76	0	4.97E+00	4.80E+00	4.49E+00	4.23E+00	3.85E+00	3.39E+00	2.81E+00	2.01E+00	1.56E+00	1.42E+00	1.41E+00	1.10E+15	0.011765	1.505159
4388	ACCEDE04388.mp4	28.539246	0.423426	23	0.102785	0.352093	0	1	150	0	5.03E+00	4.83E+00	4.56E+00	4.16E+00	3.87E+00	3.55E+00	2.93E+00	2.19E+00	1.59E+00	1.43E+00	1.41E+00	1.62E+15	0.047059	1.384181
4389	ACCEDE04389.mp4	63.215317	0.551643	17	1.124844	0.376492	0	1	113	0	5.41E+00	4.85E+00	4.54E+00	4.19E+00	3.75E+00	3.36E+00	2.86E+00	2.29E+00	1.69E+00	1.44E+00	1.41E+00	1.98E+15	0.035294	1.380502
4390	ACCEDE04390.mp4	17.767473	0.701752	18	0.759545	0.115518	0	0	0	0	4.97E+00	4.79E+00	4.62E+00	4.37E+00	4.07E+00	3.63E+00	3.02E+00	2.28E+00	1.64E+00	1.43E+00	1.41E+00	1.31E+15	0.023529	1.353632
4391	ACCEDE04391.mp4	21.063684	0.620488	18	0.337557	0.145523	0	1	119	0	4.97E+00	4.73E+00	4.57E+00	4.26E+00	3.92E+00	3.55E+00	2.97E+00	2.28E+00	1.64E+00	1.43E+00	1.41E+00	1.48E+15	0.062745	1.322385
4392	ACCEDE04392.mp4	28.336916	1.085168	19	0.625382	0.164281	0	1	177	0	4.74E+00	4.49E+00	4.37E+00	4.13E+00	3.83E+00	3.66E+00	2.96E+00	2.29E+00	1.62E+00	1.43E+00	1.41E+00	1.36E+15	0.035294	1.444971
4393	ACCEDE04393.mp4	26.270958	0.949048	18	0.102407	0.31527	0	1	164	0	4.81E+00	4.53E+00	4.38E+00	4.08E+00	3.79E+00	3.73E+00	2.91E+00	2.24E+00	1.61E+00	1.43E+00	1.41E+00	1.43E+15	0.039216	1.474432
4394	ACCEDE04394.mp4	32.099014	1.005347	19	0.301853	0.139472	0	0	0	0	4.74E+00	4.52E+00	4.38E+00	4.14E+00	3.92E+00	3.63E+00	2.91E+00	2.21E+00	1.61E+00	1.43E+00	1.41E+00	1.16E+15	0.031373	1.404464
4395	ACCEDE04395.mp4	36.718075	0.698366	30	1.283	0.158709	0	1	130	0	4.59E+00	4.38E+00	4.21E+00	4.03E+00	3.84E+00	3.51E+00	2.92E+00	2.20E+00	1.59E+00	1.42E+00	1.41E+00	1.23E+15	0.384314	1.406263
4396	ACCEDE04396.mp4	28.777205	1.067627	21	0.752698	0.142878	0	0	0	0	4.76E+00	4.48E+00	4.32E+00	4.08E+00	3.86E+00	3.59E+00	2.91E+00	2.22E+00	1.61E+00	1.43E+00	1.41E+00	1.29E+15	0.047059	1.320881
4397	ACCEDE04397.mp4	22.792694	1.072667	19	0.25601	0.159561	0	0	0	0	4.79E+00	4.62E+00	4.47E+00	4.20E+00	3.93E+00	3.61E+00	2.93E+00	2.26E+00	1.62E+00	1.43E+00	1.41E+00	1.25E+15	0.031373	1.407458
4398	ACCEDE04398.mp4	25.46496	1.091142	11	0.068123	0.127596	0	0	0	0	4.69E+00	4.55E+00	4.47E+00	4.23E+00	3.94E+00	3.61E+00	3.02E+00	2.33E+00	1.69E+00	1.44E+00	1.41E+00	1.34E+15	0.031373	1.475096
4399	ACCEDE04399.mp4	23.030291	1.457301	232	0.842159	0.266493	0	0	0	0	5.03E+00	4.59E+00	4.17E+00	3.79E+00	3.50E+00	3.30E+00	2.92E+00	2.19E+00	1.63E+00	1.43E+00	1.41E+00	2.16E+15	0.043137	1.521346
4400	ACCEDE04400.mp4	21.151907	1.431264	268	0.008969	0.281738	0	0	0	0	5.35E+00	5.21E+00	4.82E+00	4.32E+00	3.89E+00	3.49E+00	2.92E+00	2.23E+00	1.63E+00	1.43E+00	1.41E+00	2.50E+15	0.086275	1.433393
4401	ACCEDE04401.mp4	8.700275	1.577533	248	0.038901	0.149716	0	0	0	0	5.29E+00	5.13E+00	4.76E+00	4.18E+00	3.60E+00	3.24E+00	2.92E+00	2.30E+00	1.67E+00	1.43E+00	1.41E+00	3.05E+15	0.023529	1.436564
4402	ACCEDE04402.mp4	51.618629	0.83773	225	1.054737	0.166948	0	0	0	0	4.97E+00	4.78E+00	4.37E+00	4.12E+00	3.93E+00	3.52E+00	2.94E+00	2.20E+00	1.64E+00	1.43E+00	1.41E+00	2.86E+15	0.254902	1.413905
4403	ACCEDE04403.mp4	38.93082	0.862509	32	0.486925	0.138441	0	0	0	0	4.80E+00	4.57E+00	4.29E+00	4.05E+00	3.88E+00	3.51E+00	2.95E+00	2.17E+00	1.59E+00	1.42E+00	1.41E+00	1.23E+15	0.239216	1.430055
4404	ACCEDE04404.mp4	38.744995	0.666584	69	0.017002	0.475405	0	0	0	0	4.81E+00	4.61E+00	4.37E+00	4.11E+00	3.85E+00	3.56E+00	2.93E+00	2.21E+00	1.59E+00	1.43E+00	1.41E+00	1.40E+15	0.294118	1.334524
4405	ACCEDE04405.mp4	54.249855	1.052709	43	0.433359	0.418768	0	2	87.5	0	3.88E+00	3.74E+00	3.58E+00	3.45E+00	3.25E+00	2.93E+00	2.41E+00	1.81E+00	1.32E+00	1.17E+00	1.17E+00	3.19E+15	0.486275	1.380368
4406	ACCEDE04406.mp4	50.398521	0.692696	38	0.708767	0.237748	0	1	52	0	3.31E+00	3.18E+00	3.10E+00	3.00E+00	2.83E+00	2.58E+00	2.17E+00	1.60E+00	1.19E+00	1.03E+00	1.03E+00	6.85E+14	0.290196	1.303186
4407	ACCEDE04407.mp4	37.298374	0.78043	18	0.691749	0.376105	0	1	72	0	5.49E+00	5.14E+00	4.70E+00	4.16E+00	3.77E+00	3.47E+00	2.99E+00	2.20E+00	1.60E+00	1.43E+00	1.41E+00	1.15E+15	0.164706	1.358099
4408	ACCEDE04408.mp4	39.377949	0.423217	21	0.660295	0.148143	0	0	0	0	5.29E+00	5.04E+00	4.56E+00	4.09E+00	3.72E+00	3.44E+00	2.98E+00	2.29E+00	1.60E+00	1.43E+00	1.41E+00	1.70E+15	0.239216	1.484292
4409	ACCEDE04409.mp4	53.890175	0.531745	8	0.370988	0.707686	0	2	89	0	4.86E+00	4.71E+00	4.42E+00	4.17E+00	3.93E+00	3.46E+00	3.03E+00	2.35E+00	1.69E+00	1.43E+00	1.41E+00	2.68E+15	0.447059	1.44833
4410	ACCEDE04410.mp4	49.11063	0.617191	3	0.17818	0.533799	0	1	55	0	4.83E+00	4.72E+00	4.42E+00	4.15E+00	3.90E+00	3.44E+00	3.01E+00	2.33E+00	1.70E+00	1.44E+00	1.41E+00	2.69E+15	0.286275	1.373491
4411	ACCEDE04411.mp4	15.148552	0.832362	208	0.158845	0.230606	0	2	68.5	0	4.64E+00	4.25E+00	4.12E+00	3.94E+00	3.73E+00	3.42E+00	3.01E+00	2.30E+00	1.67E+00	1.43E+00	1.41E+00	1.13E+15	0.039216	1.255538
4412	ACCEDE04412.mp4	34.359859	0.819115	35	0.382129	0.282481	0	1	168	0.087497	4.41E+00	5.14E+00	4.82E+00	4.38E+00	4.02E+00	3.57E+00	2.92E+00	2.13E+00	1.59E+00	1.42E+00	1.41E+00	2.05E+15	0.243137	1.342764
4413	ACCEDE04413.mp4	26.787758	0.77053	46	1.115838	0.293287	0	1	97	0	4.78E+00	4.62E+00	4.35E+00	3.98E+00	3.74E+00	3.39E+00	2.88E+00	2.09E+00	1.62E+00	1.44E+00	1.41E+00	1.46E+15	0.619608	1.42151
4414	ACCEDE04414.mp4	44.703148	0.74213	199	0.732014	0.443624	0	0	0	0	5.15E+00	4.87E+00	4.49E+00	3.96E+00	3.63E+00	3.41E+00	2.89E+00	2.11E+00	1.65E+00	1.43E+00	1.41E+00	1.06E+15	0.231373	1.356792
4415	ACCEDE04415.mp4	33.211559	0.92588	15	0.313217	0.178594	0	1	135	0	5.11E+00	4.95E+00	4.56E+00	4.15E+00	3.85E+00	3.51E+00	2.86E+00	2.16E+00	1.58E+00	1.43E+00	1.41E+00	1.98E+15	0.235294	1.375271
4416	ACCEDE04416.mp4	41.68079	0.621794	39	0.587103	0.04406	0	0	0	0	5.07E+00	4.87E+00	4.47E+00	4.05E+00	3.70E+00	3.39E+00	2.88E+00	2.22E+00	1.67E+00	1.44E+00	1.41E+00	2.50E+15	0.262745	1.340516
4417	ACCEDE04417.mp4	65.699516	1.512034	50	0.450549	0.091822	0	0	0	0	5.03E+00	4.91E+00	4.55E+00	4.09E+00	3.73E+00	3.48E+00	2.83E+00	2.08E+00	1.54E+00	1.42E+00	1.41E+00	1.05E+15	0.309804	1.323491
4418	ACCEDE04418.mp4	38.709385	0.774853	55	1.133866	0.283936	0	2	88.5	0	6.41E+00	6.07E+00	5.50E+00	4.74E+00	4.02E+00	3.44E+00	2.90E+00	2.27E+00	1.63E+00	1.43E+00	1.41E+00	2.59E+15	0.235294	1.415151
4419	ACCEDE04419.mp4	51.357334	0.682364	201	0.025607	0.359448	0	3	74	0	5.48E+00	5.37E+00	5.08E+00	4.61E+00	4.03E+00	3.41E+00	2.87E+00	2.28E+00	1.63E+00	1.43E+00	1.41E+00	2.65E+15	0.913726	1.253363
4420	ACCEDE04420.mp4	49.283543	1.011385	48	0.206841	0.110315	0	1	121	0	5.43E+00	5.40E+00	5.13E+00	4.60E+00	4.09E+00	3.52E+00	2.89E+00	2.29E+00	1.65E+00	1.43E+00	1.41E+00	3.27E+15	0.278431	1.453206
4421	ACCEDE04421.mp4	38.768711	0.736746	225	0.587485	0.555678	0	1	84	0	5.35E+00	5.28E+00	5.02E+00	4.59E+00	4.00E+00	3.40E+00	2.93E+00	2.34E+00	1.66E+00	1.43E+00	1.41E+00	2.66E+15	0.470588	1.497196
4422	ACCEDE04422.mp4	63.506485	0.876016	196	1.019103	0.043612	0	0	0	0.049658	6.28E+00	5.31E+00	4.63E+00	4.12E+00	3.78E+00	3.41E+00	2.96E+00	2.34E+00	1.67E+00	1.42E+00	1.41E+00	1.11E+15	0.262745	1.377261
4423	ACCEDE04423.mp4	63.762199	0.62047	215	1.207229	0.325881	0	2	74.5	0.003955	5.23E+00	5.17E+00	4.79E+00	4.34E+00	3.87E+00	3.43E+00	2.96E+00	2.38E+00	1.70E+00	1.44E+00	1.41E+00	3.61E+15	0.905882	1.411295
4424	ACCEDE04424.mp4	30.711746	1.029217	55	0.057291	0.25618	0	1	68	0	5.10E+00	4.67E+00	4.22E+00	3.83E+00	3.60E+00	3.31E+00	2.98E+00	2.36E+00	1.73E+00	1.44E+00	1.41E+00	4.49E+15	0.227451	1.41775
4425	ACCEDE04425.mp4	73.014038	0.640145	207	0.090007	0.075022	0	1	48	0	5.51E+00	5.06E+00	4.41E+00	3.94E+00	3.59E+00	3.30E+00	2.96E+00	2.39E+00	1.74E+00	1.44E+00	1.41E+00	4.11E+15	0.894118	1.259911
4426	ACCEDE04426.mp4	70.3274	0.634142	205	0.103858	0.041833	0	0	0	0	5.42E+00	5.19E+00	4.74E+00	4.26E+00	3.86E+00	3.31E+00	2.86E+00	2.31E+00	1.64E+00	1.43E+00	1.41E+00	2.40E+15	0.901961	1.356147
4427	ACCEDE04427.mp4	16.213533	1.160652	6	0.824332	0.172322	0	0	0	0	5.40E+00	5.14E+00	4.83E+00	4.50E+00	3.96E+00	3.32E+00	2.81E+00	2.36E+00	1.83E+00	1.47E+00	1.41E+00	1.70E+15	0.011765	1.503239
4428	ACCEDE04428.mp4	11.130387	1.190157	8	0.273656	0.240169	0	1	163	0	5.91E+00	5.11E+00	4.78E+00	4.43E+00	3.84E+00	3.34E+00	2.83E+00	2.39E+00	1.81E+00	1.44E+00	1.41E+00	1.55E+15	0.015686	1.451901
4429	ACCEDE04429.mp4	6.804092	2.010848	35	0	0.232255	0	0	0	0	5.71E+00	5.29E+00	4.95E+00	4.49E+00	3.77E+00	3.19E+00	2.77E+00	2.35E+00	1.79E+00	1.44E+00	1.41E+00	1.31E+15	0.035294	1.428042
4430	ACCEDE04430.mp4	13.262647	1.061164	2	1.420549	0.253498	0	1	118	0	5.75E+00	5.08E+00	4.80E+00	4.47E+00	3.78E+00	3.29E+00	2.78E+00	2.35E+00	1.83E+00	1.46E+00	1.41E+00	1.34E+15	0.007843	1.391603
4431	ACCEDE04431.mp4	23.595575	1.236883	307	0.781113	0.14691	0	0	0	0	4.43E+00	4.09E+00	4.00E+00	3.85E+00	3.67E+00	3.46E+00	2.91E+00	2.27E+00	1.69E+00	1.43E+00	1.41E+00	1.18E+15	0.129412	1.431977
4432	ACCEDE04432.mp4	37.332771	0.981434	16	1.085446	0.324932	0	1	146	0	4.22E+00	4.01E+00	3.97E+00	3.87E+00	3.72E+00	3.53E+00	2.84E+00	2.32E+00	1.64E+00	1.43E+00	1.41E+00	9.51E+14	0.035294	1.457887
4433	ACCEDE04433.mp4	28.232092	0.986549	197	0.322003	0.146848	0	2	89.5	0	5.17E+00	4.75E+00	4.50E+00	4.11E+00	3.71E+00	3.31E+00	2.94E+00	2.37E+00	1.69E+00	1.43E+00	1.41E+00	1.30E+15	0.14902	1.33248
4434	ACCEDE04434.mp4	30.73978	0.910269	279	0.56285	0.842025	0	0	0	0	5.45E+00	5.16E+00	4.72E+00	4.20E+00	3.90E+00	3.60E+00	3.00E+00	2.29E+00	1.65E+00	1.43E+00	1.41E+00	1.14E+15	0.215686	1.343088
4435	ACCEDE04435.mp4	43.378929	1.140264	195	0.301089	0.343419	0	0	0	0	5.20E+00	4.89E+00	4.52E+00	4.11E+00	3.86E+00	3.53E+00	2.97E+00	2.33E+00	1.68E+00	1.43E+00	1.41E+00	1.27E+15	0.333333	1.349826
4436	ACCEDE04436.mp4	48.407772	1.307847	218	0.18285	0.058732	0	0	0	0	5.04E+00	4.59E+00	4.28E+00	3.95E+00	3.78E+00	3.55E+00	2.99E+00	2.29E+00	1.61E+00	1.42E+00	1.41E+00	1.07E+15	0.380392	1.362075
4437	ACCEDE04437.mp4	21.019712	1.183168	25	0.174431	0.170757	0	0	0	0	4.68E+00	4.46E+00	4.20E+00	4.00E+00	3.84E+00	3.43E+00	2.85E+00	2.19E+00	1.54E+00	1.41E+00	1.41E+00	1.23E+15	0.086275	1.34328
4438	ACCEDE04438.mp4	41.54121	1.128195	291	0.028836	0.202288	0	1	148	0.050715	5.01E+00	4.77E+00	4.43E+00	4.02E+00	3.75E+00	3.46E+00	2.93E+00	2.19E+00	1.66E+00	1.43E+00	1.41E+00	1.42E+15	0.235294	1.402077
4439	ACCEDE04439.mp4	49.394604	0.947131	293	0.485142	0.224941	0	2	65.5	0.125864	4.94E+00	4.75E+00	4.46E+00	4.12E+00	3.85E+00	3.50E+00	3.00E+00	2.22E+00	1.66E+00	1.43E+00	1.41E+00	1.40E+15	0.407843	1.342489
4440	ACCEDE04440.mp4	50.237202	0.481248	24	1.946765	0.272746	0	0	0	0	5.51E+00	5.30E+00	5.14E+00	4.95E+00	4.19E+00	3.66E+00	3.11E+00	2.29E+00	1.66E+00	1.43E+00	1.41E+00	1.40E+15	0.011765	1.433093
4441	ACCEDE04441.mp4	21.741693	1.320115	96	0.371538	0.149126	0	1	123	0.396769	5.05E+00	4.99E+00	4.59E+00	4.20E+00	3.81E+00	3.39E+00	2.93E+00	2.08E+00	1.62E+00	1.43E+00	1.41E+00	1.79E+15	0.411765	1.221638
4442	ACCEDE04442.mp4	20.462561	1.58727	159	2.226117	0.42682	0	1	110	0.280778	5.03E+00	4.95E+00	4.48E+00	4.12E+00	3.81E+00	3.47E+00	2.98E+00	2.21E+00	1.64E+00	1.43E+00	1.41E+00	1.79E+15	0.623529	1.356797
4443	ACCEDE04443.mp4	20.753077	1.503482	145	0.417671	0.505897	0	3	63.333332	0.201622	5.06E+00	5.00E+00	4.53E+00	4.15E+00	3.88E+00	3.50E+00	2.95E+00	2.13E+00	1.59E+00	1.42E+00	1.41E+00	1.73E+15	0.627451	1.308326
4444	ACCEDE04444.mp4	38.681812	0.874102	56	0.339456	0.212946	0	2	84.5	0	5.12E+00	4.88E+00	4.53E+00	4.14E+00	3.87E+00	3.55E+00	2.92E+00	2.18E+00	1.60E+00	1.43E+00	1.41E+00	1.37E+15	0.254902	1.320772
4445	ACCEDE04445.mp4	21.597807	0.92691	73	0.18295	0.251724	0	2	52	0.197015	5.17E+00	5.09E+00	4.58E+00	4.18E+00	3.86E+00	3.46E+00	2.92E+00	2.18E+00	1.61E+00	1.43E+00	1.41E+00	1.46E+15	0.627451	1.364554
4446	ACCEDE04446.mp4	26.622993	1.069863	177	0.510089	0.256309	0	1	51	0	4.96E+00	4.88E+00	4.52E+00	4.23E+00	3.80E+00	3.45E+00	3.01E+00	2.30E+00	1.66E+00	1.43E+00	1.41E+00	1.58E+15	0.717647	1.283814
4447	ACCEDE04447.mp4	46.811745	0.842029	207	1.639461	0.405635	0	0	0	0	4.98E+00	4.81E+00	4.43E+00	4.20E+00	3.82E+00	3.46E+00	3.05E+00	2.30E+00	1.67E+00	1.43E+00	1.41E+00	1.85E+15	0.223529	1.422174
4448	ACCEDE04448.mp4	22.531445	1.160517	32	0.103768	0.052926	0	1	169	0	5.03E+00	4.87E+00	4.37E+00	4.10E+00	3.80E+00	3.41E+00	2.97E+00	2.29E+00	1.66E+00	1.42E+00	1.41E+00	1.49E+15	0.007843	1.389192
4449	ACCEDE04449.mp4	28.256552	1.166181	52	1.686083	0.078304	0	1	85	0	5.01E+00	4.91E+00	4.59E+00	4.23E+00	3.85E+00	3.45E+00	3.02E+00	2.27E+00	1.64E+00	1.42E+00	1.41E+00	1.47E+15	0.007843	1.485251
4450	ACCEDE04450.mp4	14.264742	1.661895	77	0.316026	0.330901	0	2	94.5	0	4.94E+00	4.84E+00	4.51E+00	4.17E+00	3.88E+00	3.56E+00	3.02E+00	2.22E+00	1.61E+00	1.42E+00	1.41E+00	1.12E+15	0.533333	1.275396
4451	ACCEDE04451.mp4	37.297058	1.069425	204	1.839114	0.399695	0	1	119	0.071446	5.11E+00	4.97E+00	4.66E+00	4.32E+00	4.04E+00	3.65E+00	2.95E+00	2.20E+00	1.60E+00	1.42E+00	1.41E+00	1.08E+15	0.003922	1.368147
4452	ACCEDE04452.mp4	23.684111	0.905698	358	0.836744	0.116453	0	0	0	0	5.52E+00	5.45E+00	5.13E+00	4.63E+00	4.14E+00	3.59E+00	3.00E+00	2.33E+00	1.67E+00	1.43E+00	1.41E+00	3.82E+15	0.156863	1.499549
4453	ACCEDE04453.mp4	16.352556	1.104447	359	0.528808	0.393521	0	1	157	0	4.79E+00	4.29E+00	4.03E+00	3.76E+00	3.47E+00	3.16E+00	2.78E+00	2.14E+00	1.61E+00	1.42E+00	1.41E+00	3.84E+15	0.05098	1.464645
4454	ACCEDE04454.mp4	16.946386	1.627152	180	0.30861	0.108921	0	1	112	0	4.93E+00	3.95E+00	3.74E+00	3.62E+00	3.49E+00	3.26E+00	2.84E+00	2.12E+00	1.53E+00	1.42E+00	1.41E+00	1.54E+15	0.466667	1.239047
4455	ACCEDE04455.mp4	28.723116	0.894966	6	0.655111	0.27185	0	2	92.5	0	5.19E+00	4.95E+00	4.66E+00	4.25E+00	3.90E+00	3.53E+00	2.91E+00	2.19E+00	1.62E+00	1.43E+00	1.41E+00	1.49E+15	0.239216	1.354724
4456	ACCEDE04456.mp4	57.054508	1.608645	175	0.467863	0.349934	0	2	68.5	0	4.76E+00	4.68E+00	4.23E+00	4.04E+00	3.79E+00	3.40E+00	2.91E+00	2.18E+00	1.61E+00	1.43E+00	1.41E+00	1.07E+15	0.54902	1.363195
4457	ACCEDE04457.mp4	15.929743	1.327507	155	0.610861	0.254523	0	4	46	0	4.93E+00	4.41E+00	4.05E+00	3.75E+00	3.49E+00	3.28E+00	2.96E+00	2.15E+00	1.71E+00	1.43E+00	1.41E+00	1.39E+15	0.505882	1.366413
4458	ACCEDE04458.mp4	23.372593	1.221013	186	0.534668	0.160078	0	0	0	0	5.19E+00	4.42E+00	4.01E+00	3.55E+00	3.24E+00	3.09E+00	2.99E+00	2.11E+00	1.68E+00	1.43E+00	1.41E+00	1.39E+15	0.533333	1.202664
4459	ACCEDE04459.mp4	19.406246	1.179404	220	0.726291	0.355089	0	3	44.333332	0	5.03E+00	4.41E+00	3.84E+00	3.41E+00	3.17E+00	3.05E+00	2.98E+00	2.12E+00	1.73E+00	1.44E+00	1.41E+00	1.05E+15	0.113725	1.462961
4460	ACCEDE04460.mp4	19.316963	1.360171	175	0.925955	0.328961	0	2	40.5	0	4.89E+00	4.55E+00	4.21E+00	3.71E+00	3.32E+00	3.08E+00	2.93E+00	2.01E+00	1.68E+00	1.45E+00	1.41E+00	1.27E+15	0.14902	1.441142
4461	ACCEDE04461.mp4	23.935581	1.577225	19	0.176429	0.184612	0	1	57	0	5.06E+00	4.31E+00	3.97E+00	3.69E+00	3.42E+00	3.26E+00	2.95E+00	2.21E+00	1.74E+00	1.44E+00	1.41E+00	1.31E+15	0.098039	1.445023
4462	ACCEDE04462.mp4	19.021484	0.986955	206	0.381069	0.444993	0	3	46.666668	0	5.21E+00	4.67E+00	4.34E+00	4.01E+00	3.71E+00	3.40E+00	3.01E+00	2.22E+00	1.67E+00	1.44E+00	1.41E+00	1.52E+15	0.117647	1.454836
4463	ACCEDE04463.mp4	18.477741	1.131607	206	0.996159	0.551043	0	3	61.333332	0.033563	5.12E+00	4.98E+00	4.64E+00	4.28E+00	3.91E+00	3.53E+00	3.04E+00	2.23E+00	1.65E+00	1.43E+00	1.41E+00	1.63E+15	0.113725	1.404781
4464	ACCEDE04464.mp4	14.864645	0.820199	5	1.803424	0.394396	0	2	95.5	0	4.87E+00	4.72E+00	4.45E+00	4.07E+00	3.67E+00	3.31E+00	2.98E+00	2.12E+00	1.64E+00	1.42E+00	1.41E+00	1.03E+15	0.023529	1.315725
4465	ACCEDE04465.mp4	74.526146	0.29097	12	0.035564	0.174618	0	1	169	0	4.93E+00	4.85E+00	4.58E+00	4.23E+00	3.86E+00	3.44E+00	3.00E+00	2.16E+00	1.61E+00	1.42E+00	1.41E+00	7.82E+14	0.160784	1.427778
